Event,Date,Day,Begin,End,Room,Type
Bible Study,6/25/2018,Mo,6:30:00 PM,8:00:00 PM,Keene Room,Bible Study
Jazzercise,6/26/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,6/26/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,6/26/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,6/27/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,6/27/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,6/27/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,6/28/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,6/29/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,6/30/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,7/1/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,7/1/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,7/1/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,7/1/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,7/2/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/2/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/2/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Bible Study,7/2/2018,Mo,6:30:00 PM,8:00:00 PM,Keene Room,Bible Study
Jazzercise,7/3/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
West Circle Meeting,7/3/2018,Tu,11:00:00 AM,1:30:00 PM,Keene Room,CPWM Circle Meeting
Jazzercise,7/3/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/3/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
July 4th Holiday~Office Closed,7/4/2018,We,12:00:00 AM,11:45:00 PM,Off Site Activity,Holiday
Jazzercise,7/4/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/4/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,7/5/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,7/6/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/7/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,7/8/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,7/8/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,7/8/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,7/8/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,7/9/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/9/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/9/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Bible Study,7/9/2018,Mo,6:30:00 PM,8:00:00 PM,Keene Room,Bible Study
Jazzercise,7/10/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/10/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/10/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,7/11/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/11/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,7/11/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,7/12/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,7/13/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/14/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,7/15/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,7/15/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,7/15/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,7/15/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,7/16/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/16/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/16/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Bible Study,7/16/2018,Mo,6:30:00 PM,8:00:00 PM,Keene Room,Bible Study
Jazzercise,7/17/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/17/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/17/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,7/18/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/18/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,7/18/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,7/19/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,7/20/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/21/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,7/22/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,7/22/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,7/22/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,7/22/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Session Meeting,7/22/2018,Su,6:00:00 PM,8:00:00 PM,Keene Room,Session Meeting
Jazzercise,7/23/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/23/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/23/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,7/24/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/24/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/24/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,7/25/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/25/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,7/25/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,7/26/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,7/27/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/28/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,7/29/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,7/29/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,7/29/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,7/29/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,7/30/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/30/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/30/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,7/31/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,7/31/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,7/31/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/1/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/1/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,8/1/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,8/2/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,8/3/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/4/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,8/5/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,8/5/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,8/5/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,8/5/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,8/6/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/6/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/6/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/7/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
West Circle Meeting,8/7/2018,Tu,11:00:00 AM,1:30:00 PM,Keene Room,CPWM Circle Meeting
Jazzercise,8/7/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/7/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/8/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/8/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,8/8/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,8/9/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,8/10/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/11/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,8/12/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,8/12/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,8/12/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,8/12/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,8/13/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/13/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/13/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/14/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/14/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/14/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/15/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/15/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,8/15/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,8/16/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,8/17/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/18/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,8/19/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,8/19/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,8/19/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,8/19/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,8/20/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/20/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/20/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/21/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/21/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/21/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/22/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/22/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,8/22/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,8/23/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,8/24/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/25/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,8/26/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,8/26/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,8/26/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,8/26/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Session Meeting,8/26/2018,Su,6:00:00 PM,8:00:00 PM,Keene Room,Session Meeting
Jazzercise,8/27/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/27/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/27/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/28/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/28/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,8/28/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,8/29/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,8/29/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,8/29/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,8/30/2018,Th,5:45:00 PM,6:45:00 PM,Gym,Outside Group
Jazzercise,8/31/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/1/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,9/2/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,9/2/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,9/2/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,9/2/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,9/3/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/3/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/3/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/4/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
West Circle Meeting,9/4/2018,Tu,11:00:00 AM,1:30:00 PM,Keene Room,CPWM Circle Meeting
Jazzercise,9/4/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/4/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/5/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/5/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,9/5/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,9/7/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/8/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,9/9/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,9/9/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,9/9/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,9/9/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,9/10/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/10/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/10/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/11/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/11/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/11/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/12/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/12/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,9/12/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,9/14/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/15/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,9/16/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,9/16/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,9/16/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,9/16/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,9/17/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/17/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/17/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/18/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/18/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/18/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/19/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/19/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,9/19/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,9/21/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/22/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,9/23/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,9/23/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,9/23/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,9/23/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Session Meeting,9/23/2018,Su,6:00:00 PM,8:00:00 PM,Keene Room,Session Meeting
Jazzercise,9/24/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/24/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/24/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/25/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/25/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,9/25/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,9/26/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/26/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,9/26/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,9/28/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,9/29/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,9/30/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,9/30/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,9/30/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,9/30/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,10/1/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/1/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,10/1/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,10/2/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
West Circle Meeting,10/2/2018,Tu,11:00:00 AM,1:30:00 PM,Keene Room,CPWM Circle Meeting
Jazzercise,10/2/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,10/2/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,10/3/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/3/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,10/3/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,10/5/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/6/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,10/7/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,10/7/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,10/7/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,10/7/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,10/8/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/8/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,10/8/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,10/9/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/9/2018,Tu,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,10/9/2018,Tu,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,10/10/2018,We,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/10/2018,We,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Choir Practice,10/10/2018,We,6:30:00 PM,8:00:00 PM,Choir Room,Choir Practice
Jazzercise,10/12/2018,Fr,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/13/2018,Sa,8:30:00 AM,10:30:00 AM,Gym,Outside Group
RPC - Worship,10/14/2018,Su,8:30:00 AM,9:45:00 AM,Gym,Worship Service
Sunday School,10/14/2018,Su,9:30:00 AM,10:30:00 AM,Whole Building,Sunday School
Worship Service,10/14/2018,Su,10:45:00 AM,12:15:00 PM,Sanctuary,Worship Service
Jazzercise,10/14/2018,Su,3:30:00 PM,5:00:00 PM,Gym,Outside Group
Jazzercise,10/15/2018,Mo,8:30:00 AM,10:30:00 AM,Gym,Outside Group
Jazzercise,10/15/2018,Mo,4:15:00 PM,5:30:00 PM,Gym,Outside Group
Jazzercise,10/15/2018,Mo,5:45:00 PM,7:00:00 PM,Gym,Outside Group
Jazzercise,10/16/2018,Tu,8:30:00 AM,10:30:00 AM,Gym,Outside Group
